GeneID	GSM2466364	GSM2466365	GSM2466366	GSM2466367	GSM2466368	GSM2466369	GSM2466370	GSM2466371	GSM2466372	GSM2466373	GSM2466374	GSM2466375	GSM2466376	GSM2466377	GSM2466378
100287102	0.1824	0.1179	0.3025	0.3343	0.09919	0.06747	0.2454	0.2029	0.506	0.2069	0.7394	0.3742	0.2927	0.4811	0.4368
653635	18.88	17.23	22.38	21.9	18.4	15.66	24.57	21.57	31.28	27.86	38.18	29.4	21.55	24.96	35.78
102466751	8.122	7.876	10.29	11.5	12.05	5.737	7.154	9.039	12.29	13.07	9.509	7.955	7.11	9.563	12.74
107985730	0.09333	0.0905	0.0929	0.08554	0.1015	0.1036	0.1507	0.1039	0.4661	0.2541	0.5342	0.1436	0.1498	0.2686	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0.08846	0.04072	0.09667	0.04932	0	0.04945	0.07397	0	0	0.06839	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	0.6566	0.6964	1.328	1.467	1.105	1.036	0.7786	0.7307	1.52	1.271	1.674	1.674	0.7409	1.152	1.43
729737	1.789	1.565	3.031	3.01	1.686	1.334	2.992	2.317	5.054	3.834	5.355	3.459	3.003	4.158	4.166
102725121	0.1875	0.0909	0.2488	0.2864	0.06798	0.03468	0.3027	0.1739	0.7282	0.1702	0.8942	0.3847	0.3009	0.6295	0.4491
102723897	20.96	18.69	25.46	26.03	18.64	18.32	26.75	23.89	36.03	31.29	43.33	33.13	24.98	29.3	39.75
102465909	8.122	7.16	9.555	11.5	10.44	6.556	7.154	8.217	13.52	13.07	9.509	7.955	7.11	8.5	12.74
107985721	0.05567	0.03599	0.03694	0.03401	0.08074	0.02059	0.02996	0.06195	0.3398	0.3031	0.2921	0.1999	0.05956	0.1068	0
112268260	0.1066	0.1329	0.2198	0.2722	0.1574	0.2536	0.09838	0.09323	0.1648	0.2177	0.218	0.211	0.1222	0.1863	0.208
729759	0	0	0.05322	0.04901	0	0	0	0	0	0	0	0	0	0	0
100132287	2.597	2.273	3.923	3.959	2.437	1.275	3.896	3.171	7.211	5.1	7.053	4.934	3.835	5.77	5.598
105378947	0.02143	0.06234	0.08532	0.0982	0.02331	0.07136	0.0346	0.02385	0.03568	0.08753	0.06133	0.06597	0.03439	0.1542	0.0924
101928626	0.1888	0.122	0.06263	0.05767	0.1369	0	0	0	0	0	0.09004	0	0	0	0
113219467	5862	7663	2113	3484	5013	4872	5799	7283	8384	9521	8346	9450	4527	6721	2914
81399	0.02606	0.01685	0.04323	0.05573	0.0189	0.01928	0.01403	0.01934	0.02892	0.04731	0.02486	0.04011	0.02788	0.05	0.03746
100133331	3.384	2.552	5.345	5.439	3.259	1.513	4.44	3.413	7.668	5.503	7.751	5.1	4.432	6.645	6.029
107984841	1.952	1.735	3.67	3.876	2.3	1.204	3.24	2.293	6.409	4.282	6.44	2.838	3.307	4.838	3.117
107984847	3.727	3.714	6.08	7.211	3.266	1.953	7.021	5.185	13.62	13.67	17.18	6.533	8.307	13.56	8.63
107984849	1.255	0.6956	0.8925	1.15	1.365	0.5971	2.316	1.397	4.777	2.441	3.849	1.656	2.015	2.839	2.062
100288069	2.564	1.527	3.755	4.867	1.952	1.219	3.312	2.323	6.158	3.839	6.236	2.593	3.585	4.374	3
105378580	0.9088	0.7202	1.965	2.579	2.413	0.5749	1.041	0.4894	1.529	1.264	1.86	1.218	1.192	1.772	1.671
400728	0.3616	0.3506	0.5656	0.4971	6.294	0.5447	0.5005	0.5749	0.645	0.4571	0.4435	0.6361	0.2487	0.3717	0.594
79854	1.563	1.775	3.377	4.088	5.972	1.312	1.662	1.867	2.92	2.907	4.855	3.755	1.591	2.359	2.411
643837	1.648	1.767	2.863	3.618	10.83	3.235	1.423	1.943	1.086	2.058	1.004	1.892	1.606	1.197	1.79
107984850	0	0.03968	0.02037	0.0375	0.2448	0.04542	0	0.02277	0.03406	0.02786	0.08783	0.03149	0.03284	0.02944	0.02941
284593	0.2355	0.1427	0.293	0.4046	0.4162	0.3267	0.09505	0.131	0.245	0.1202	0.2527	0.2718	0.1417	0.2965	0.2115
284600	0.02603	0.5427	0.07773	0.3817	1.005	0.1011	0.04203	0.5214	0.1083	1.453	0.6146	1.663	0.1671	0.2622	0.09353
100130417	0.06668	0.3233	0.1327	0.3056	0.3264	0.259	0.1077	0.2597	0.7216	1.77	0.811	1.539	0.214	0.7676	0.1917
107985728	0	0	0.01371	0.01262	0.02996	0.4738	0	0	0.2751	0.525	0.2956	0.3391	0	0.07927	0.03959
148398	3.692	2.552	3.85	5.759	6.643	4.73	4.693	4.261	3.106	2.62	3.203	3.294	3.971	2.797	4.149
26155	65.75	50	73.71	98.56	87.94	66.42	72.58	70.94	46.87	39.52	52.9	57.55	66.52	43.79	56.98
339451	9.04	8.737	6.268	7.541	6.5	8.673	13.95	12.64	11.43	16.81	12.48	11.98	14.8	14.42	19.18
84069	0.1254	0.1459	0.4742	1.126	3.696	1.252	0.1822	0.1395	0.2296	0.4608	0.2512	0.6175	0.2012	0.3428	0.4505
84808	0.02778	0.04041	0.09678	0.2291	0.6044	0.1542	0.06728	0.03091	0.04625	0.2458	0.05963	0.171	0.1115	0.1599	0.2196
57801	10.96	17.6	21.97	22.63	0.08534	5.08	9.375	11.85	9.447	19.19	13.73	57.64	7.219	14.56	15.9
9636	18.6	13.07	44.96	51.22	57.53	92.39	22.53	22.54	14.3	38.2	19.74	32.27	22.26	31.99	25.49
375790	69.07	55.09	148.4	146.3	44.04	298.2	91.38	80.82	122.4	106	143.2	108.7	110	163.6	154
100288175	0.6702	0.5499	3.335	5.433	3.028	1.488	0.6659	0.5163	1.287	1.053	0.6639	0.8728	0.8273	1.335	4.371
112267874	0.03715	0.05404	0.1849	0.3745	0.1212	0.1237	0.05999	0.124	0.1237	0.1012	0.1861	0.08577	0.08944	0.1604	0.2937
105378948	0.2407	0.3168	0.9585	1.592	0.7669	0.4581	0.4443	0.421	1.059	0.515	0.9842	0.5823	0.5519	1.015	2.224
401934	0	0	0.0263	0.07266	0.05749	0	0	0	0.04399	0.1439	0.03781	0	0.04241	0.2662	0.1519
54991	12.16	9.79	16.46	19.13	8.826	7.791	13.7	11.58	9.968	9.894	12.94	8.739	15.08	12.15	11.13
254099	0	0.03006	0	0	0	0	0	0.03449	0	0.3376	0	0.0477	0.1492	0	0
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0.8953	0	0
554210	0	0	0	0	0	0	0	0	0	0.8236	0	0	0	0	0
100506376	0	0	0.01197	0.02204	0	0	0	0	0	0.01637	0	0.01851	0	0.0346	0.01728
254173	0	0	0.08144	0.03214	0.02543	0	0	0.01301	0	0	0.01672	0	0	0.01682	0
8784	0.1022	0.01982	0.5085	0.5244	2.49	1.565	0.033	0.09097	0.1701	0.08347	0.05848	0.06291	0.09839	0.1176	0.1469
7293	0.02736	0.05305	0.1089	0.05014	0.05951	0.01518	0.02209	0.04566	0.1366	0.01862	0.1761	0.1263	0.0878	0.2952	0.1179
51150	124.6	101.4	153.1	166.8	177	135.2	122.9	104.9	101.8	89.35	106.3	113.6	131.6	106.7	129
126792	41.31	23.36	51.58	53.35	31.35	42.04	34.66	21.12	17.85	17.52	16.8	14.85	38.18	27.64	24.52
388581	0.4219	0.6695	1.756	1.547	0.5007	0.8941	0.7433	0.4269	3.768	1.828	5.214	3.956	0.554	2.705	4.08
118424	30.28	24.14	37.79	39.48	30.21	28.06	27.52	23.13	22.63	18.58	25.51	23.08	30.29	29.97	32.53
101928895	3.816	5.624	8.375	8.62	1.798	1.734	7.86	8.159	17.86	14.73	21.15	11.33	7.667	15.91	6.651
6339	5.047	8.035	11.01	12.31	2.575	2.901	9.159	9.258	19.54	19	29.85	16.2	8.654	23.97	11.65
116983	18.09	40.17	36.71	33.78	16.59	10.23	26.37	56.07	17.49	41.26	16.07	28.62	30.4	28.14	11.74
102465434	0	0	0	1.509	0	0	0	1.832	0	0	0	0	1.321	0	0
109623456	3.587	12.75	7.14	6.026	5.852	3.317	7.722	23.28	3.98	12.21	5.132	8.28	8.634	11.18	1.718
126789	10.1	10.31	35.15	43.15	23.52	15.12	12.92	12.74	11.25	9.973	16.69	11.71	13.01	13.82	16
54973	38.79	41.06	69.75	76.91	65.92	59.44	51.1	52.14	69.38	50	68.02	50.15	56.8	64.92	55.72
102465435	8.497	4.494	19.99	14.16	2.521	2.572	6.237	5.158	6.43	6.31	6.632	4.756	8.678	10	3.331
80772	9.032	8.15	25.52	28.42	19.34	16.81	11.44	9.794	8.906	10.99	8.907	9.352	14.34	13	17.2
83756	0.5707	0.6479	0.5681	0.5231	0.3331	0.4017	0.6968	0.7746	1.066	1.763	1.255	1.928	0.983	1.222	2.161
1855	25.62	24.13	39.03	44.19	49.98	36.33	33.1	31.17	35.31	28.22	43.67	44.69	39.84	39.62	59.52
102466740	0.851	0.8253	2.541	0	2.777	0.9446	0	0.9471	1.417	0	0	0	1.366	1.225	1.223
54587	2.769	1.368	4.645	5.721	20.82	179	3.65	1.927	4.765	3.741	9.304	1.405	4.36	10.03	1.565
54998	99.95	100.4	119.6	140.4	149.6	65.68	108	106	73.17	82.27	74.17	90.82	95.35	79.7	106.2
81669	98.16	94.42	151.4	160.6	119.7	108.8	103.4	92.73	198.3	148.2	177	103.7	83.97	93.51	117.5
148413	26.54	19.22	61.79	68.76	32.09	17.57	26.67	20.2	36.77	25.73	34.65	24.27	29.83	37.08	34.1
55052	126.2	78.37	147.8	166.6	155.5	86.98	108.6	79.14	91.75	60.12	72.74	54.21	110	82.28	99.17
107984868	0.1042	0.1011	8.701	11.04	0.02834	0.04338	0.1052	0.203	0.282	0.8869	0.5966	1.003	0.04182	0.225	0.1685
441869	0.1654	0.5394	94.4	110.2	0.09812	0.1001	0.267	0.4015	2.152	4.953	1.054	2.36	0.386	1.211	0.3889
105378585	0.1763	0.513	5.397	5.333	0	0.1957	0.2135	0.3925	3.082	5.401	1.199	2.103	0.283	0.8881	0.3168
643965	0.3062	0.7917	9.853	7.389	0	0	0.4944	0.3407	0.8495	4.168	0.8762	1.571	0.6551	1.762	0.5867
102724312	0.6308	1.346	2.177	2.39	0	1.4	0.7469	0.8424	1.82	8.874	1.143	2.136	1.08	1.815	0.3626
107985729	0.5835	0.6989	0.5807	0.5033	0	0.419	0.6096	0.7639	0.857	5.887	0.884	0.8452	0.7711	1.235	0.1973
64856	17.68	15.67	51.74	67.8	0.4985	76.91	17.94	16.51	9.695	38.58	5.022	11.1	17.85	15.68	4.546
219293	1.78	2.293	4.76	5.859	2.403	1.356	1.846	2.863	3.137	14.9	2.417	4.48	2.085	1.945	1.569
83858	10.88	9.096	11.94	14.76	12.67	7.798	13.58	10.75	14.87	12.86	17.57	13.09	12.98	12.76	11.41
55210	22.94	19.86	41.56	50.44	38.72	18.41	23.33	26.07	18.05	20.5	20.55	21.97	25.53	18.08	22.86
339453	0.1818	0.4583	2.099	1.933	2.927	5.408	0.2348	0.3642	0.3026	1.386	1.145	1.679	0.175	0.9941	0.6793
29101	95.34	113.1	187.5	191.8	196.1	113.3	110.8	117.3	127.8	117	140.3	126.9	96.4	105.2	149.8
643988	7.376	4.791	8.189	14.82	0.1543	1.889	7.024	4.709	11.53	8.11	10.96	4.148	7.664	11.5	6.523
105378586	1.756	1.873	2.621	3.298	0	0.09743	1.559	1.563	3.946	2.39	3.894	1.891	0.7044	4.674	1.135
142678	6.201	6.531	15.91	14.54	11.42	8.93	8.867	8.008	12.89	12.6	16.4	16.76	9.229	13.52	18.33
8510	1.199	0.7222	2.314	1.815	1.186	17.84	1.232	0.9704	1.694	1.261	2.859	1.566	1.633	2.51	1.854
984	34.32	22.44	54.4	42.61	31.99	31.95	35.29	24.27	38.72	27.47	42.06	30.54	34.67	32.26	38.49
728661	17.06	13.23	52.11	37.38	32.08	28.8	19.26	15.33	21.55	20.49	30.19	19.13	19.85	20.95	20.5
8511	0.3879	0.5374	1.489	1.981	0.6631	40.72	0.7159	0.8018	0.9226	0.6791	3.014	0.9383	0.9784	1.834	1.274
728642	35.61	24.01	64.14	54.3	28.06	31.83	38.52	27.35	46.26	32.3	53.24	38.67	37.41	38.95	44.2
9906	11.65	9.956	31.94	26.39	24.27	12.99	13.71	10.61	16.66	15.35	22.47	13.04	13.89	15.91	14.23
112268218	5.313	4.96	16.01	18.25	4.516	3.428	6.025	5.527	6.788	5.685	6.4	4.488	6.028	6.543	8.95
65220	41.34	37.47	112.8	128.1	23.03	19.4	39.97	37.8	45.78	37.25	41.43	30.26	42.17	41.33	58.22
2782	401.7	327.4	539	571.2	260.9	378.4	395.5	343.6	256.3	261.9	222.5	232.5	414.7	308.9	407.3
105378949	0.3074	0.3975	1.938	1.972	0.1486	0.1896	0.4964	0.3041	0.1137	0.5115	0.3421	0.3154	0.2741	0.2458	0.3927
163688	0.3355	0.2819	0.7124	0.6354	1.168	0.1738	0.2889	0.4231	0.3351	0.7917	0.7041	0.8606	0.5743	0.6759	0.8358
339456	0.1074	1.458	0.4811	0.6398	0.7594	0.2384	0.607	2.092	1.609	1.682	0.6147	1.57	0.4309	1.082	4.091
85452	0	0	0.03377	0.04975	0	0	0.01096	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	0.01058	0	0	0.009692	0	0.01174	0	0.01177	0	0.0144	0.0454	0	0	0	0.0152
2563	0	0	0.1267	0.02693	0	0	0.01582	0	0	0	0	0	0.01572	0	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	0.9841	0.5302	1.109	0.9896	0.9813	2.033	1.413	0.7377	1.422	1.07	1.193	0.8836	1.426	1.731	1.906
100506504	0.6812	0.7772	0.7578	1.028	0.1308	1.557	1.876	0.6689	2.735	1.637	2.466	1.912	1.286	2.076	1.958
199990	10.4	7.623	11.48	10.98	9.762	9.059	11.34	8.833	7.428	8.07	9.892	8.187	11.29	12.08	13.1
112268219	10.94	4.612	8.083	8.253	3.006	3.464	9.653	5.335	8.637	5.375	10.09	5.439	11.74	9.468	8.781
105378593	0.0487	0.09445	0	0	0.4768	0	0.2359	0.2168	0.4865	0.5304	0.9059	0.4497	0.07816	0.4205	0
6497	11.48	12.17	15.59	14.4	9.323	27.37	14.43	14.77	11.23	16	14.78	18.47	16.47	15.83	19.85
79906	2.226	2.418	6.068	6.863	3.25	1.177	2.824	2.829	2.884	3.086	4.252	3.364	2.079	3.472	1.885
100129534	3.328	2.642	6.003	6.755	2.017	0.9668	4.544	5.245	1.487	1.794	1.886	1.994	3.405	2.893	1.541
11079	102.2	83.29	147.5	146.9	193	106.3	100.7	83.74	103.6	81.2	89.57	80.98	99.1	93.75	97.71
5192	36.09	24.99	76.16	76.31	49.41	26.43	35.01	27.23	37.79	26.66	44.69	30.4	37.24	42.82	41.83
9651	0.1328	0.08587	0.6296	0.5333	1.397	0.07723	0.0715	0.0352	0.158	0.2497	0.1991	0.2434	0.04061	0.4096	0.3455
55229	19.52	12.89	21.33	20.29	11.69	15.08	25.8	18.83	16.95	13.71	19.16	16.33	25.44	18.88	27.19
388585	0	0.683	3.388	0.511	0	0	0	0.6205	0	0.5593	0.08398	2.213	0	0	0.04218
115110	0.6957	0.5165	0.9955	0.8568	4.529	0.3861	0.9654	0.5928	0.6696	0.6216	1.353	0.9035	0.8374	1.392	2.172
8764	4.174	3.69	8.361	7.438	27.8	3.392	5.361	4.492	4.597	3.559	10.71	6.619	6.072	8.781	11.01
100996583	0.1439	0.1395	0.2864	0.1978	0.1565	0.07984	0.1162	0.1601	0.958	1.567	1.132	1.107	0.3463	0.1035	0.6203
127281	22.46	15.49	31.5	29.08	28.19	15.4	27.12	19.27	20.24	17.05	20.63	16.89	28.99	28.42	28.41
79258	1.707	1.26	2.557	2.548	2.465	1.459	1.927	1.53	1.585	1.502	1.946	1.419	2.789	2.609	2.476
105378597	0	0	0.1904	0.2191	0.05202	0	0	0	0.2388	0.1302	0.06843	0.0736	0	0.06881	0.06873
100287898	0.2908	0.1582	0.593	0.4225	0.2006	0.1023	0.229	0.1263	0.4723	0.4152	0.4668	0.1528	0.2732	0.4286	0.2446
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0.05923	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0.05923	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0.09803	0	0
105378600	0	0	0	0.05923	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	0.01538
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0.09803	0	0
105378599	0	0	0	0.05923	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0.03896	0.01196	0	2.578	0	0	0	0	0	0	0	0	0
63976	0	0	0.1322	0.02645	0.02512	13.11	0	0.006424	0	0	0	0	0	0	0.008297
100422968	0	0	0	0	0	0.9136	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0.06313	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0.1813	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0.03386	0	0	0	0	0	0	0	0	0
105378604	0	0	0.07764	0.01702	0.06061	0.4288	0	0	0	0	0	0	0	0	0
27237	0	0.03678	0.73	0.1622	0.02751	0.01403	0	0.04221	0	0.1033	0.01809	0.05838	0	0.0182	0
1953	0.04636	0.08429	0.5133	0.4567	0.271	2.084	0.1684	0.09028	0.1736	0.3471	0.5473	0.3211	0.0651	0.2502	0.1666
105378608	0	0	0.01654	0.09137	0.01807	0.03688	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	10.54	11.58	51.19	51.73	42.04	55.61	12.43	13.75	25.94	22.06	30.76	32.15	13.46	24.19	41.48
49856	37.25	20.84	57.25	60.96	14.72	25.08	41.62	25.57	25.18	23.77	30.17	25.44	45.03	39.58	44.19
7161	10.35	8.093	121.5	90.82	0.06863	0.1401	10.43	10.34	3.106	9.951	4.63	4.3	10.66	6.653	2.073
105378610	0.116	0.0225	0.2079	0.1701	0.02524	0	0.03747	0	0.07725	0.09477	0	0.1428	0.07447	0.06678	0
105378609	0.1416	0.1373	0.3525	0.1947	0	0	0	0	0.1179	0.09642	0	0	0.1137	0.1019	0
57212	9.039	0.1886	32.07	28.74	1.438	13.42	9.885	0.2424	15.24	0.2753	14.59	0.07183	8.639	11.37	11.77
148870	0.05464	0.2119	0.1631	0.1502	0	0	0.2206	0.1672	0.7049	0.3161	1.016	0.5886	0.1096	0.3735	0.3337
388588	0.8763	0.3399	0.08722	0	0.1906	2.237	1.415	0.3901	2.626	1.67	3.762	1.079	1.406	4.161	4.282
57470	27.13	19.22	47.25	49.26	20.97	28.7	27.66	24.37	33.96	24.02	34.81	27.6	25.24	28.08	35.32
9731	7.509	5.927	16.44	18.42	8.985	14.2	9.203	7.596	16.13	11.34	14	9.858	11.5	10.91	13.31
1677	3.26	3.102	4.599	5.121	3.158	2.399	3.575	3.172	3.265	3.715	3.555	3.408	3.469	2.973	2.806
107984910	0.597	0.2787	1.188	1.277	0.2646	0.02454	0.5712	0.5659	0.5153	0.6622	0.348	0.7486	0.5677	0.6045	0.4449
339448	12.07	13.17	15.22	18.74	8.494	8.055	13.39	14.71	11.85	12.23	12.42	13.1	16.64	9.682	16.15
100133612	0.02572	0.04989	0.2048	0.4951	0.6715	0.02855	0.1246	0.229	0	0.03502	0.07361	0.1188	0.04128	0.03701	0.1479
728716	0	0	0.08799	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0.05948	0	0	0	0	0	0	0	0	0
105376673	0.04971	0.7874	0	0	1.478	0	0.05352	1.014	0.02759	0.6091	0.02371	0.7907	0.05319	0	0.07145
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0	0	0	0	0	0	0	0.004278	0	0.01047	0	0	0	0.005531	0.01105
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0.1175	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	1.363	0.01549	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0.02464	0	0	0	0	0
100616421	0	0.6956	0	0	0	0	0	0	1.194	0	1.026	1.104	0	0	0
261734	11.57	8.95	10.86	11.71	2.281	2.701	12.98	10.22	11.04	8.393	9.94	7.797	15.7	13.58	9.569
8514	5.771	11.05	23.01	27.63	4.83	2.828	7.457	11.62	20.98	13.86	16.02	11.51	8.599	18.28	10.8
26038	0.3364	0.05437	0.1928	0.1915	0	0.05658	0.4033	0.04538	0.2631	0.09716	0.2261	0.01569	1.963	1.871	1.553
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0.2503	0	0.2241
6146	207.8	243	271.9	348.6	180.9	206	179.1	198.8	218.6	217.4	260.2	284.9	195.2	223.8	214.7
107985733	4.128	4.376	8.314	8.271	2.715	6.287	4.031	4.381	4.156	4.575	4.533	2.512	4.314	3.039	3.45
102724450	0	0	1.587	1.704	0	1.769	0	0	0	0	0	0	0	0	0
388591	0.6625	0.3548	11.35	7.63	0.1398	5.345	0.5429	0.3081	0.8889	0.2692	0.3679	0.1522	0.6665	0.8822	0.2842
23463	178.2	84.47	122.2	117.7	31.31	73.6	171.9	83.66	173.3	67.91	93.41	36.43	197	219.3	60.7
148645	0.4893	0	1.065	0.5325	0.09979	0.1697	0.2963	0	0.4073	0.1665	0.4813	0.3765	0.4417	0.7481	0.2637
390992	0.07072	0	0	0.4537	0	0	0.1142	0.1574	0.2355	0	0.3036	0.1088	0.454	0.7124	0.3049
387509	31.28	16.08	39.48	30.27	1.85	7.803	38.18	23.44	35.85	16.9	37.44	21.74	53.02	40.29	121.4
11332	73.56	115.4	84.29	103.9	63.27	69.27	94.9	150	84.24	92.13	74.47	146.8	93.87	105.3	267.5
54626	0.377	25.42	0.2345	0.1944	0.2179	0.2354	0.3995	24.64	19.79	19.84	12.31	57.23	0.9643	12.61	19.32
83715	0.2466	9.224	1.033	0.6779	0.09356	0.04455	0.6018	11.77	1.823	12	1.871	22.78	0.5889	2.55	1.071
100422975	0	0	0	0	0	0	0	1.774	0	0	0	1.227	0	0	0
8718	12	48.38	14.11	8.574	5.16	4.596	25.05	90.26	28.05	48.95	32.17	104.4	29.9	49.78	33.26
57449	19.16	75.51	13.19	7.634	4.521	9.301	33.87	130.1	35.21	56.19	40.58	128.8	38.62	55.5	35.03
79707	7.006	4.513	14.14	13.6	8.126	6.188	6.539	6.332	6.668	5.141	5.258	4.071	6.448	5.516	6.487
80835	0.0236	0.0572	0.1057	0.2271	0.077	0	0.01905	0.105	0.1571	0.09637	0.2363	0.09079	0	0.06791	0
107984912	0	0.1092	0	0	0.1225	0	0	0.1253	0.1874	0	0.1611	0	0	0	0
3104	16.02	13.37	19.86	22.45	13.27	9.829	17.13	18.15	17.36	16.29	21.64	20.78	18.37	19.31	19.76
9903	15.47	14.26	33.1	34.1	84.26	50.6	17.09	21	25.98	19.64	45.42	60.34	19.14	24.15	74.52
107984913	0.8152	1.235	1.851	1.354	1.69	0.6786	0.9872	1.956	2.545	3.607	3.499	4.862	1.758	3.153	1.831
148479	31.11	24.6	46.27	52.75	18.17	24.14	31.79	29.89	25.72	28.86	26.19	20.71	38.7	30.02	37.34
90326	10.69	10.66	25.9	27.17	18.55	14.93	13.14	13.69	13.83	13.73	16.73	17.15	14.18	15.84	21.78
55735	33.74	27.88	57.68	54.84	41.37	31.12	34.85	33.8	34.89	30.21	31.13	30.24	34.28	27.96	27.3
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	1.364	0.7057	2.626	1.834	1.484	0	0.4406	0.2025	1.211	0.6192	0.781	0.56	0.292	1.047	0.1307
23261	3.296	2.984	4.753	4.909	2.937	1.731	3.17	2.803	3.067	3.685	2.386	1.973	3.377	3.141	3.54
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0.2166	0.09711	0
101928836	0	0	0.03377	0.03109	0.1107	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0.4458	0.4405	0.3852	0.0848	0.00915	0.03735	0.5841	0.2902	1.078	1.615	1.577	0.8286	0.6345	1.743	0.7375
9341	69.75	65.05	171	163.9	152.2	143.7	58.12	58.62	66.88	62.72	57.65	54.49	54.03	54.46	67.28
8863	34.95	34.27	34.36	13.11	14.49	4.208	45.68	37.75	31.94	35.8	48.45	30.19	21.01	32.12	30.27
10911	0	0.05721	0.1762	0.1082	0.4172	0.09823	0.09527	0.09849	0	0	0.04221	0	0	0.1274	0
3604	0.007309	0.06379	0.08002	0.09378	4.881	1.704	0.0236	0.03253	0	0.04975	0.02092	0.03375	0.01173	0.02103	0
11315	346.5	289.7	530.8	548.6	446.7	235.7	318.6	279.5	187.7	202.6	180.1	168.2	282.6	213.8	203
54206	40.49	81.42	21.08	20.53	62.82	202.1	36.82	81.57	15.2	41.42	18.59	60.4	33.18	21.57	14.78
107984915	0	0.08967	0	0	0.1006	0	0.07466	0.3087	0	0	0.06616	0.2135	0	0	0
102724539	0	0.09797	0	0	0	0.3364	0.1631	0	0	0.4126	0.2891	0.311	0	0	0
105376695	0.2853	0	0.284	0	0	0	0	0	0	0	0	0	0.4578	0	0
50651	4.724	4.791	10.09	11.47	16.57	3.954	6.674	5.848	11.93	11.6	10.05	8.937	7.644	14.64	6.959
473	41.83	28.41	47.61	39.96	14.4	16.21	50.58	37.47	39.27	37.41	48.51	38.54	62.75	59.59	58.83
102724552	0.3618	0.07016	1.224	0.9283	0.1574	0.3212	0.2337	0	0	0.0985	0.3106	0	0.3483	0.1041	0
106632271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	1407	826.5	1737	2200	1715	708	1629	1191	755.4	609.3	581.9	575.7	1324	821.1	723
102465436	1.693	0.5471	2.808	2.068	1.227	1.252	0.911	0	0	0.7681	0	0.8683	1.811	0.8118	1.622
100505975	1.685	1.525	3.801	3.603	0.3666	0.6234	1.632	1	1.683	1.376	0.6429	0.3458	1.442	1.455	1.453
112268261	0.1302	0.142	0.2835	0.2237	0.2655	0.1445	0.1051	0.1268	0.08127	0.1219	0.05821	0.1127	0.06529	0.1288	0.1754
765	0	0	0.1239	0.02851	0	0	0	0	0	0	0	0	0	0	0.04471
155184	0	0	0	0.04429	0	0	0	0	0	0	0	0	0	0	0
6518	0	0	0.08484	0.01562	0.5934	0.5014	0.01376	0.009485	0.01419	0.0116	0	0	0	0	0.01225
80045	1.212	1.866	2.145	4.426	7.776	2.029	2.128	3.298	2.867	3.157	2.093	2.591	2.378	3.406	4.923
106614088	1.28	0.7145	7.875	8.391	38.06	8.459	1.892	0.9006	5.208	0.888	6.309	1.078	2.85	5.823	10.71
407040	0	0	2.272	1.255	7.448	1.52	0.7371	0.508	1.52	0.6214	1.959	1.405	0.7326	0.6568	3.936
